mana,cardtype,artist,name,rarity
2BBR,Summon Legend 3/3,Randy Asplund-Faith,Tor Wauki,Uncommon (C1)
2BBRRGG,Summon Elder Dragon Legend 7/7,Andi Rusu,Vaevictis Asmadi,Rare (U1)
3RG,Legendary Creature — Hellion 0/0,Terese Nielsen,Thromok the Insatiable,Mythic Rare
4UB,Legendary Creature — Human Wizard 4/4,Allen Williams,Vela the Night-Clad,Mythic Rare
2,Artifact,Franz Vohwinkel,Armillary Sphere,Common
5,Artifact,Ben Thompson,Farsight Mask,Uncommon
1,Artifact — Equipment,Igor Kieryluk,Flayer Husk,Common
2,Artifact,Rob Alexander,Fractured Powerstone,Common
3,Artifact — Equipment,Mark Brill,Quietus Spike,Rare
1,Artifact — Equipment,Brian Snoddy,Sai of the Shinobi,Uncommon
5,Artifact Creature — Golem 3/3,Ron Spears,Thran Golem,Uncommon
5BR,Legendary Creature — Human Shaman 5/4,rk post,Kaervek the Merciless,Rare
4WUB,Artifact Creature — Sphinx 5/5,Steven Belledin,Magister Sphinx,Rare
1UB,Artifact,Pete Venters,Mistvein Borderpost,Common
4WG,Creature — Spider 4/5,Cyril Van Der Haegen,Pale Recluse,Common
{B/R}{B/R},Creature — Zombie Shaman 2/2,Jeremy Jarvis,Rakdos Guildmage,Uncommon
XRG,Sorcery,Luca Zontini,Savage Twister,Uncommon
{G/W}{G/W},Creature — Elf Wizard 2/2,Mark Zug,Selesnya Guildmage,Uncommon
BR,Instant,Wayne Reynolds,Terminate,Common
4{B/R},Sorcery,Ian Edward Ameling,Torrent of Souls,Uncommon
2B,Creature — Zombie Insect 2/2,Carl Critchlow,Nantuko Husk,Uncommon
4BB,Instant — Trap,Ryan Pancoast,Nemesis Trap,Uncommon
1B,Creature — Rat Rogue 2/1,Jim Nelson,Nezumi Graverobber,Uncommon
1B,Legendary Creature — Rat Wizard 4/2,Jim Nelson,Nighteyes the Desecrator,Uncommon
5BB,Legendary Creature — Spirit 6/6,Kev Walker,Patron of the Nezumi,Rare
3B,Creature — Demon Spirit 4/5,Carl Critchlow,Razorjaw Oni,Uncommon
4BBBB,Creature — Demon 6/6,Brom,Reiver Demon,Rare
4B,Sorcery,Vance Kovacs,Rise from the Grave,Uncommon
4BB,Creature — Specter 4/4,Vincent Proce,Scythe Specter,Rare
5GG,Creature — Elemental 6/6,Alex Horley-Orlandelli,Tornado Elemental,Rare
X2G,Instant,Ron Spears,Tribal Unity,Uncommon
5GGG,Creature — Elemental 7/7,DiTerlizzi,Verdant Force,Rare
WR,Creature — Human Soldier 1/2,Doug Chaffee,Boros Swiftblade,Uncommon
1RG,Instant,Vance Kovacs,Branching Bolt,Common
4WR,Creature — Beast 5/5,Jesper Ejsing,Bull Cerodon,Uncommon
XWR,Instant,Ben Thompson,Captain's Maneuver,Uncommon
WR,Creature — Beast 2/2,Christopher Moeller,Cerodon Yearling,Common
1RG,Enchantment,Val Mayerik,Fires of Yavimaya,Uncommon
,Basic Land — Plains,Martina Pilcerova,Plains,Land
,Basic Land — Island,Rob Alexander,Island,Land
,Basic Land — Island,Jung Park,Island,Land
,Basic Land — Island,Martina Pilcerova,Island,Land
2RR,Planeswalker — Koth (Loyalty: 3),Eric Deschamps,Koth of the Hammer,Mythic Rare
1R,Creature — Insect 1/1,Johann Bodin,Plated Geopede,Common
1R,Creature — Lizard 1/1,Dan Frazier,Pygmy Pyrosaur,Common
3,Artifact Creature — Thopter 1/1,Dan Scott,Pilgrim's Eye,Common
1RR,Creature — Wall 0/5,Zoltan Boros &amp; Gabor Szikszai,Æther Membrane,Uncommon
,Land,Steven Belledin,Evolving Wilds,Common
,Land,Philip Straub,Graypelt Refuge,Uncommon
,Land,Wayne Reynolds,Jungle Shrine,Uncommon
,Land,Franz Vohwinkel,Kazandu Refuge,Uncommon
,Land — Forest,Aleksi Briclot,Sapseep Forest,Uncommon
,Land,Martina Pilcerova,"Vitu-Ghazi, the City-Tree",Uncommon
,Basic Land — Forest,Zoltan Boros &amp; Gabor Szikszai,Forest,Land
,Basic Land — Forest,Zoltan Boros &amp; Gabor Szikszai,Forest,Land
,Basic Land — Plains,Zoltan Boros &amp; Gabor Szikszai,Plains,Land
W,Instant,Pat Lee,Reciprocate,Uncommon
1G,Sorcery,Jean-Sébastien Rossbach,Edge of Autumn,Common
1W,Instant,rk post,Mighty Leap,Common
1W,Instant,Ciruelo,Reprisal,Uncommon
1W,Instant,Vance Kovacs,Test of Faith,Uncommon
WG,Instant,Terese Nielsen,Heroes' Reunion,Uncommon
WG,Instant,Matt Stewart,Sigil Blessing,Common
3,Artifact — Equipment,Terese Nielsen,Loxodon Warhammer,Rare
2G,Enchantment,Scott Hampton,Spidersilk Armor,Common
2WW,Creature — Human Soldier 2/2,Matthew D. Wilson,Seasoned Marshal,Uncommon
4W,Creature — Human Soldier 2/4,Wayne Reynolds,Conclave Phalanx,Uncommon
4W,Creature — Human Soldier 4/3,Wayne Reynolds,Stormfront Riders,Uncommon
3WW,Creature — Human Soldier 3/3,Terese Nielsen,Catapult Master,Rare
4WW,Creature — Human Soldier 3/3,Terese Nielsen,Conclave Equenaut,Common
6WW,Creature — Angel 5/5,D. Alexander Gregory,Angel of Salvation,Rare
W,Sorcery,Volkan Baga,Sunlance,Common
W,Instant,Terese Nielsen,Swords to Plowshares,Uncommon
1W,Enchantment,Warren Mahy,Journey to Nowhere,Common
2B,Creature — Zombie 2/2,Pete Venters,Phyrexian Ghoul,Common
2B,Creature — Human Cleric Minion 2/1,Brian Despain,Priest of Gix,Uncommon
1BB,Creature — Minion 2/2,Daren Bader,Phyrexian Broodlings,Common
1BB,Creature — Zombie Knight 2/2,Kev Walker,Sanguine Guard,Uncommon
3B,Creature — Carrier 2/2,Mark Tedin,Phyrexian Debaser,Common
2BB,Creature — Zombie Knight 2/2,Chippy,Order of Yawgmoth,Uncommon
2BB,Creature — Carrier 3/3,DiTerlizzi,Phyrexian Defiler,Uncommon
3BB,Creature — Carrier 4/4,Kev Walker,Phyrexian Plaguelord,Rare
6,Artifact Creature — Golem 5/4,Matthew D. Wilson,Phyrexian Hulk,Uncommon
,,,"Avacyn Restored,Dark Ascension,Magic 2012,Graveborn",
,,,,
,"
      63 cards
    ",,,
,Land,Bob Eggleton,Swamp,Land
,Land,Bob Eggleton,Swamp,Land
,Legendary Land,Gerry Grace,Teferi's Isle,Rare
2WG,Summon Legend 2/3,Rebecca Guay,"Asmira, Holy Avenger",Rare
2BBRRGG,Summon Elder Dragon Legend 7/7,Andi Rusu,Vaevictis Asmadi,Rare (R1)
BRG,Summon Legend 1/2,Melissa Benson,Xira Arien,Rare (R1)
,"
      310 cards
    ",,,
,Basic Land — Mountain,John Avon,Mountain,Land
,Basic Land — Swamp,Alan Pollack,Swamp,Land
,Basic Land — Mountain,Rob Alexander,Mountain,Land
,Basic Land — Mountain,Nils Hamm,Mountain,Land
,Basic Land — Mountain,Karl Kopinski,Mountain,Land
,Basic Land — Mountain,Sam Wood,Mountain,Land
,Basic Land — Forest,Glen Angus,Forest,Land
,Basic Land — Forest,John Avon,Forest,Land
,Basic Land — Forest,Steven Belledin,Forest,Land
2,Artifact,Alan Pollack,Angel's Feather,Uncommon
2RR,Sorcery,Greg Hildebrandt,Relentless Assault,Rare
4R,Creature — Beast 3/3,Heather Hudson,Rock Badger,Common
4R,Creature — Wurm 7/7,Steve Firchow,Scoria Wurm,Rare
RRR,Enchantment,Greg Staples,Seismic Assault,Rare
2RR,Sorcery,Parente,Shatterstorm,Uncommon
4RR,Creature — Dragon 5/5,Donato Giancola,Shivan Dragon,Rare
5RR,Creature — Dragon 5/5,Kev Walker,Shivan Hellkite,Rare
R,Instant,Jon Foster,Shock,Common
3G,Creature — Crocodile 5/5,Kev Walker,Emperor Crocodile,Rare
1G,Creature — Bear 2/2,D. J. Cleland-Hura,Grizzly Bears,Common
XG,Sorcery,John Howe,Hurricane,Rare
G,Creature — Elf 1/1,Jerry Tiritilli,Llanowar Elves,Common
2G,Creature — Wolf 2/2,Douglas Shuler,Lone Wolf,Common
1GG,Enchant Creature,Larry Elmore,Lure,Uncommon
2GG,Creature — Elemental */*,Pete Venters,Maro,Rare
3G,Instant,Greg Staples,Might of Oaks,Rare
1G,Sorcery,Ron Spencer,Monstrous Growth,Common
2GG,Sorcery,Gary Ruddell,Nature's Resurgence,Rare
3GG,Enchantment,Dave Dorman,Nature's Revolt,Rare
3GG,Creature — Cat 4/4,Gary Ruddell,Pride of Lions,Uncommon
1G,Sorcery,Scott M. Fischer,Rampant Growth,Common
2GG,Sorcery,David Seeley,Creeping Mold,Uncommon
2G,Enchantment,Alan Rabinowitz,Dense Foliage,Rare
3RR,Enchant Land,Gary Leach,Conquer,Uncommon
2RR,Summon Manticore 2/2,Roger Raupp,Crimson Manticore,Rare
XR,Sorcery,Randy Asplund,Detonate,Uncommon
XR,Sorcery,Anson Maddocks,Disintegrate,Common
XR,Instant,Jeff A. Menges,Dwarven Catapult,Uncommon
1R,Summon Dwarf 2/1,Randy Asplund,Dwarven Soldier,Common
2R,Summon Dwarves 1/1,Douglas Shuler,Dwarven Warriors,Common
XR,Sorcery,Richard Kane Ferguson,Earthquake,Rare
XW,Instant,Anson Maddocks,Guardian Angel,Common
W,Instant,Dan Frazier,Healing Salve,Common
W,Enchant Creature,Melissa Benson,Holy Armor,Common
W,Enchant Creature,Anson Maddocks,Holy Strength,Common
1W,Enchantment,Mark Poole,Island Sanctuary,Rare
2WW,Enchantment,Richard Thomas,Karma,Uncommon
W,Enchant Creature,Rob Alexander,Lance,Uncommon
1W,Summon Pegasus 1/1,Melissa Benson,Mesa Pegasus,Common
1R,Summon Rock Sled 3/1,Dennis Detwiller,Goblin Rock Sled,Common
WWW,Enchant Land,Mark Poole,Farmstead,Rare
W,Enchant Creature,Dan Frazier,Green Ward,Uncommon
XW,Instant,Anson Maddocks,Guardian Angel,Common
W,Instant,Dan Frazier,Healing Salve,Common
W,Enchant Creature,Melissa Benson,Holy Armor,Common
W,Enchant Creature,Anson Maddocks,Holy Strength,Common
1W,Enchantment,Mark Poole,Island Sanctuary,Rare
2WW,Enchantment,Richard Thomas,Karma,Uncommon
W,Enchant Land,Jeff A. Menges,Consecrate Land,Uncommon
W,Summon Hero 1/1,Douglas Schuler,Benalish Hero,Common
W,Enchant Creature,Dan Frazier,Black Ward,Uncommon
W,Instant,Richard Thomas,Blaze of Glory,Rare
WW,Enchant Creature,Julie Baroh,Blessing,Rare
W,Enchant Creature,Dan Frazier,Blue Ward,Uncommon
3W,Enchantment,Dameon Willich,Castle,Uncommon
1W,Enchantment,Dameon Willich,Circle of Protection: Blue,Common
1W,Enchantment,Sandra Everingham,Circle of Protection: Green,Common
2,Artifact,Margaret Organ-Kean,Amulet of Kroog,Common
6,Artifact,Amy Weber,Armageddon Clock,Rare
3,Artifact,Anson Maddocks,Ashnod's Altar,Rare
3,Artifact,Jesper Myrfors,Basalt Monolith,Uncommon
6,Artifact,Sandra Everingham,Book of Rass,Uncommon
4,Artifact,Jesper Myrfors,Bottle of Suleiman,Rare
1,Artifact Creature — Construct 1/3,Christopher Rush,Brass Man,Common
7,Artifact Creature — Horse 4/4,Mark Poole,Bronze Horse,Uncommon
1,Artifact,Douglas Shuler,Candelabra of Tawnos,Rare
6,Artifact,Amy Weber,Celestial Sword,Uncommon
4,Artifact Creature — Golem 3/1,Jesper Myrfors,Clay Statue,Uncommon
5,Artifact Creature — Bird 0/4,Randy Asplund,Clockwork Avian,Uncommon
4,Artifact Creature — Gnome 2/2,Douglas Shuler,Clockwork Gnomes,Uncommon
4,Artifact Creature — Insect 0/3,Amy Weber,Clockwork Swarm,Common
9,Artifact Creature — Golem 9/9,Jesper Myrfors,Colossus of Sardia,Rare
2UUBB,Legendary Creature — Human Assassin 4/3,Richard Kane Ferguson,Ramses Overdark,Uncommon
4WU,Legendary Creature — Human Wizard 4/1,Andi Rusu,Rasputin Dreamweaver,Rare
G,Sorcery,Harold McNeill,Forgotten Lore,Uncommon
GG,Enchantment,Daniel Gelon,Fungal Bloom,Rare
2G,Enchantment,Phil Foglio,Fyndhorn Pollen,Rare
G,Instant,L. A. Williams,Giant Growth,Common
5G,Creature — Wurm 6/6,Daniel Gelon,Johtull Wurm,Uncommon
G,Creature — Ferret 1/1,Amy Weber,Joven's Ferrets,Uncommon
3GG,Legendary Creature — Elf Druid 2/3,Rebecca Guay,Kaysa,Rare
1GG,Creature — Lizard 2/3,Amy Weber,Leaping Lizard,Common
6,Artifact Creature — Beast 0/4,Drew Tucker,Clockwork Beast,Uncommon
2,Artifact,Amy Weber,Copper Tablet,Uncommon
4,Artifact,Richard Thomas,Cursed Rack,Uncommon
3,Artifact Creature — Construct 1/3,Anson Maddocks,Dragon Engine,Common
3,Artifact,Dan Frazier,Forcefield,Rare
1,Artifact,Margaret Organ-Kean,Ivory Tower,Rare
6,Artifact,Phil Foglio,Mirror Universe,Rare
4,Artifact,Mark Tedin,Nevinyrral's Disk,Rare
3,Artifact Creature — Construct 2/2,Anson Maddocks,Onulet,Common
3,Artifact Creature — Beast 3/4,Bill Sienkiewicz,Phyrexian War Beast,Uncommon
5,Artifact,Dan Frazier,Ring of Ma'rûf,Rare
6,Artifact,Mark Tedin,Serpent Generator,Rare
2,Artifact,Anson Maddocks,Shield of the Ages,Uncommon
0,Artifact Creature — Wall 0/6,Alan Rabinowitz,Shield Sphere,Common
5,Artifact,Amy Weber,Stone Calendar,Uncommon
BRG,Summon Legend 1/2,Melissa Benson,Xira Arien,Rare (U1)
,"
      125 cards
    ",,,
3,Artifact — Equipment,Daren Bader,Whispersilk Cloak,Uncommon
,Land,John Avon,Dimir Aqueduct,Common
,Land,Steven Belledin,Exotic Orchard,Rare
,Land,Philip Straub,Graypelt Refuge,Uncommon
,Land,John Avon,Gruul Turf,Common
,Land,Cyril Van Der Haegen,Jwar Isle Refuge,Uncommon
,Land,Franz Vohwinkel,Kazandu Refuge,Uncommon
2WU,Artifact,Greg Hildebrandt,Unbender Tine,Uncommon
3B,Creature — Horror */*,Nils Hamm,Sewer Nemesis,Rare
B,Sorcery,Clint Cearley,Shared Trauma,Rare
4B,Creature — Elemental 3/2,Steve Prescott,Shriekmaw,Uncommon
BB,Sorcery,Howard Lyon,Sign in Blood,Common
BB,Sorcery,Arnie Swekel,Stitch Together,Uncommon
4B,Sorcery,Ironbrush,Syphon Flesh,Uncommon
3B,Sorcery,Jeff Easley,Syphon Mind,Common
2WR,Enchantment,Parente,Glory of Warfare,Rare
1RR,Creature — Elemental Hound 2/2,Ted Galaday,Fiery Hellhound,Common
1RR,Creature — Human Shaman 1/1,rk post,Vulshok Sorcerer,Common
3R,Creature — Incarnation 2/2,Svetlin Velinov,Anger,Uncommon
3R,Creature — Elemental 2/2,Zoltan Boros &amp; Gabor Szikszai,Cosi's Ravager,Common
3R,Creature — Human Berserker 3/2,Pete Venters,Vulshok Berserker,Common
2RR,Creature — Kavu 2/2,Greg Staples,Bloodfire Kavu,Uncommon
2RR,Creature — Giant 3/4,Warren Mahy,Stone Giant,Uncommon
,Basic Land — Mountain,Zoltan Boros &amp; Gabor Szikszai,Mountain,Land
4UBBR,Planeswalker — Bolas (Loyalty: 5),Izzy,"Nicol Bolas, Planeswalker",Mythic Rare
1U,Creature — Faerie Rogue 1/1,Terese Nielsen,Surveilling Sprite,Common
1B,Creature — Zombie 1/1,Jeff Easley,Nightscape Familiar,Common
1R,Creature — Goblin Zombie 2/1,Dave Kendall,Slavering Nulls,Uncommon
2U,Creature — Elemental 4/4,Thomas M. Baxa,Brackwater Elemental,Common
2B,Creature — Frog 2/2,Franz Vohwinkel,Morgue Toad,Common
2W,Enchantment — Aura,Jim Nelson,Griffin Guide,Uncommon
2W,Enchantment,Chuck Lukacs,Oblivion Ring,Common
,Land,John Avon,Grasslands,Uncommon
,Land,Anthony Francisco,Sejiri Steppe,Common
,Land,John Avon,Selesnya Sanctuary,Common
,Land,Rob Alexander,Treetop Village,Uncommon
,Basic Land — Plains,Scott Bailey,Plains,Land
1W,Instant,rk post,Mighty Leap,Common
4BB,Creature — Horror 4/4,Carl Critchlow,Phyrexian Gargantua,Uncommon
7,Artifact Creature — Golem 8/8,Mark Tedin,Phyrexian Colossus,Rare
1,Artifact,Franz Vohwinkel,Voltaic Key,Uncommon
B,Instant,Tom Fleming,Dark Ritual,Common
2,Artifact — Equipment,Jeremy Jarvis,Lightning Greaves,Uncommon
3,Artifact,John Zeleznik,Phyrexian Totem,Uncommon
3,Artifact,Hannibal King,Phyrexian Vault,Uncommon
3,Artifact,Scott Kirschner,Puppet Strings,Uncommon
3,Artifact — Equipment,Daren Bader,Whispersilk Cloak,Uncommon
3,Artifact,Henry G. Higgenbotham,Worn Powerstone,Uncommon
2B,Instant,Ben Thompson,Slay,Uncommon
1BB,Instant,Zoltan Boros &amp; Gabor Szikszai,Hideous End,Common
1BB,Enchantment,Pete Venters,Phyrexian Arena,Rare
4,Artifact,Ron Spencer,Hornet Cannon,Uncommon
4,Artifact,Dave Kendall,Phyrexian Processor,Rare
,,,,
2GG,Planeswalker — Garruk (Loyalty: 3),Terese Nielsen,Garruk Wildspeaker,Mythic Rare
,,,"Avacyn Restored,Dark Ascension,Magic 2012,Graveborn",
,,,,
,"
      62 cards
    ",,,
,,,,
5WWW,Legendary Creature — Angel 6/6,Chippy,"Akroma, Angel of Wrath",Mythic Rare
W,Creature — Human Cleric 1/1,Stephen Tappin,Icatian Priest,Uncommon
1W,Creature — Angel Spirit 1/1,Marc Fishman,Angelic Page,Common
2W,Creature — Human Knight 2/2,Ciruelo,Charging Paladin,Common
2UB,Summon Djinn 5/3,Adam Rex,Benthic Djinn,Rare
3BG,Enchantment,Alan Rabinowitz,Cadaverous Bloom,Rare
,Basic Land — Mountain,Nils Hamm,Mountain,Land
,Basic Land — Mountain,Karl Kopinski,Mountain,Land
,Basic Land — Forest,Rob Alexander,Forest,Land
,Basic Land — Forest,John Avon,Forest,Land
,Basic Land — Forest,Steven Belledin,Forest,Land
,Basic Land — Forest,Jim Nelson,Forest,Land
,"
      249 cards
    ",,,
,Basic Land — Forest,Jim Nelson,Forest,Land
6,Artifact Creature — Golem */*,Chippy,Beast of Burden,Rare
6,Artifact,Doug Chaffee,Booby Trap,Rare
3,Artifact Creature — Gnome 1/3,Ben Thompson,Bottle Gnomes,Uncommon
5,Artifact,Scott M. Fischer,Coat of Arms,Rare
4,Artifact Creature — Spirit 1/5,Ron Spears,Dancing Scimitar,Uncommon
2,Artifact,Mark Tedin,Defense Grid,Rare
2,Artifact,Alan Pollack,Demon's Horn,Uncommon
1RR,Instant,Greg Hildebrandt,Shunt,Rare
3RR,Creature — Goblin 2/2,Christopher Moeller,Siege-Gang Commander,Rare
2R,Instant,Parente,Smash,Common
3RRR,Instant,Jim Nelson,Soulblast,Rare
R,Creature — Elemental 3/1,John Avon,Spark Elemental,Uncommon
1R,Sorcery,Michael Koelsch,Spitting Earth,Common
2R,Legendary Creature — Goblin 1/1,Greg Staples,"Squee, Goblin Nabob",Rare
2G,Enchantment,Rebecca Guay,Fecundity,Uncommon
G,Instant,Greg &amp; Tim Hildebrandt,Reclaim,Common
4G,Creature — Treefolk 3/6,D. J. Cleland-Hura,Redwood Treefolk,Common
1G,Enchant Creature,Adam Rex,Regeneration,Common
2GG,Enchantment,Franz Vohwinkel,Rowen,Rare
G,Creature — Scavenger 1/1,Matt Cavotta,Scavenger Folk,Uncommon
1G,Creature — Elf 2/1,Alex Horley-Orlandelli,Seeker of Skybreak,Common
G,Creature — Dryad 1/1,Eric Peterson,Shanodin Dryads,Common
4G,Creature — Wurm 5/4,Carl Critchlow,Spined Wurm,Common
2G,Sorcery,Greg Staples,Squall,Common
XG,Sorcery,Andrew Goldhawk,Stream of Life,Common
5GG,Creature — Elemental 7/7,rk post,Thorn Elemental,Rare
1GG,Instant,Janine Johnston,Early Harvest,Rare
1R,Enchant Creature,Scott Kirschner,Errantry,Common
R,Enchant Creature,Anson Maddocks,Eternal Warrior,Common
1RR,Summon Drake 1/2,Christopher Rush,Fire Drake,Uncommon
XR,Sorcery,Mark Tedin,Fireball,Common
R,Enchant Creature,Dan Frazier,Firebreathing,Common
4R,Summon Spirit 2/3,Justin Hampton,Flame Spirit,Uncommon
2R,Instant,Andrew Robinson,Flare,Common
3R,Sorcery,Dameon Willich,Flashfires,Uncommon
RRR,Sorcery,Thomas Gianni,Game of Chaos,Rare
RR,Enchant Creature,Kev Walker,Giant Strength,Common
2WW,Summon Paladin 3/3,Douglas Shuler,Northern Paladin,Rare
2R,Summon Ogre 2/2,Dan Frazier,Gray Ogre,Common
3R,Summon Giant 3/3,Dan Frazier,Hill Giant,Common
1RR,Summon Minotaur 2/3,Anson Maddocks,Hurloon Minotaur,Common
W,Enchant Creature,Rob Alexander,Lance,Uncommon
1W,Summon Pegasus 1/1,Melissa Benson,Mesa Pegasus,Common
2WW,Summon Paladin 3/3,Douglas Schuler,Northern Paladin,Rare
2W,Summon Unicorn 2/2,Cornelius Brudi,Pearled Unicorn,Common
3WWW,Summon Avatar 6/6,Kev Brockschmidt,Personal Incarnation,Rare
2WW,Enchantment,Jesper Myrfors,Conversion,Uncommon
WW,Enchantment,Mark Poole,Crusade,Rare
W,Instant,Mark Poole,Death Ward,Common
1W,Instant,Amy Weber,Disenchant,Common
WWW,Enchant Land,Mark Poole,Farmstead,Rare
W,Enchant Creature,Dan Frazier,Green Ward,Uncommon
XW,Instant,Anson Maddocks,Guardian Angel,Common
W,Instant,Dan Frazier,Healing Salve,Common
W,Enchant Creature,Melissa Benson,Holy Armor,Common
W,Enchant Creature,Anson Maddocks,Holy Strength,Common
1W,Enchantment,Mark Poole,Island Sanctuary,Rare
1W,Enchantment,Anson Maddocks,Circle of Protection: Red,Common
3,Artifact,Amy Weber,Coral Helm,Uncommon
4,Artifact,Anson Maddocks,Cyclopean Tomb,Rare
7,Artifact Creature — Construct 4/4,Anson Maddocks,Diabolic Machine,Uncommon
5UB,Legendary Creature — Human Advisor 5/7,Richard Kane Ferguson,Riven Turnbull,Uncommon
2BBRR,Legendary Creature — Kobold 5/5,"Edward P. Beard, Jr.",Rohgahh of Kher Keep,Rare
2WUG,Legendary Creature — Faerie 2/3,Rob Alexander,Rubinia Soulsinger,Rare
4WG,Legendary Creature — Human Knight 4/7,Andi Rusu,Sir Shandlar of Eberyn,Common
5UB,Legendary Creature — Human 6/4,NéNé Thomas,Sivitri Scarzam,Common
1WU,Enchantment — Aura,Margaret Organ-Kean,Spectral Shield,Uncommon
4GG,Enchantment,Liz Danforth,Nature's Wrath,Rare
4,Artifact Creature — Construct 4/4,Christopher Rush,Su-Chi,Rare
4,Artifact,Christopher Rush,Tawnos's Coffin,Rare
0,Artifact,Christopher Rush,Urza's Bauble,Uncommon
1,Artifact,Jeff A. Menges,Urza's Chalice,Common
4,Artifact Creature — Wall 0/6,Anthony Waters,Walking Wall,Uncommon
2,Artifact,Mark Tedin,Winter Orb,Rare
0,Artifact,Sandra Everingham,Zuran Orb,Uncommon
,Land,Brian Snõddy,Diamond Valley,Rare
,Land,Douglas Shuler,Island of Wak-Wak,Rare
,Land,Pete Venters,Lake of the Dead,Rare
,Land,Kaja &amp; Phil Foglio,Mishra's Factory,Uncommon
,Land,Ryan Pancoast,Khalni Garden,Common
,Land,Tony Szczudlo,Krosan Verge,Uncommon
,Land,Jaime Jones,Rupture Spire,Common
,Land,John Avon,Selesnya Sanctuary,Common
,Land,Cliff Childs,Shimmering Grotto,Common
,Land,Martina Pilcerova,"Skarrg, the Rage Pits",Uncommon
,Land,Alan Pollack,Tainted Isle,Uncommon
,Land,Dan Scott,Terramorphic Expanse,Common
,Land,Martina Pilcerova,"Vitu-Ghazi, the City-Tree",Uncommon
,Land,Fred Fields,Vivid Creek,Uncommon
{W/B}{W/B}{W/B},Instant,Steven Belledin,Unmake,Common
6BR,Creature — Vampire Dragon 5/5,Gary Ruddell,Vampiric Dragon,Rare
WG,Creature — Wolf 3/3,Kev Walker,Watchwolf,Uncommon
G,Instant,Ben Thompson,Wax (Wax/Wane),Uncommon
W,Instant,Ben Thompson,Wane (Wax/Wane),Special
1,Artifact,Jim Nelson,Æther Spellbomb,Common
2,Artifact,Greg Hildebrandt,Azorius Signet,Common
3B,Sorcery,Terese Nielsen,Unnerve,Common
1BB,Creature — Vampire Shaman 2/3,Jason Chan,Vampire Nighthawk,Uncommon
2B,Enchantment — Aura,Jesper Ejsing,Vow of Malice,Uncommon
5RRR,Legendary Creature — Angel 6/6,Daren Bader,"Akroma, Angel of Fury",Rare
3R,Creature — Incarnation 2/2,John Avon,Anger,Uncommon
6RR,Creature — Avatar 6/6,rk post,Avatar of Fury,Rare
6RR,Creature — Avatar 8/8,Jason A. Engle,Avatar of Slaughter,Rare
1R,Sorcery,Greg &amp; Tim Hildebrandt,Breath of Darigaaz,Uncommon
2RR,Sorcery,Trevor Claxton,Chain Reaction,Rare
2R,Instant,Trevor Claxton,Chaos Warp,Rare
5R,Creature — Cat Beast 4/4,Tony Szczudlo,Chartooth Cougar,Common
4R,Instant,Pat Lee,Cleansing Beam,Uncommon
RG,Sorcery,Brian Snõddy,Hull Breach,Common
